codes,description
463931e10,Carboplatin 150mg/15ml solution for infusion vials
463321e10,Carboplatin 150mg/15ml solution for infusion vials
463341e10,Paraplatin 150mg/15ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
463371e10,Paraplatin 150mg/15ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
463561e10,Carboplatin 150mg/15ml solution for infusion vials (Pfizer Ltd)
463571e10,Carboplatin 150mg/15ml solution for infusion vials (Pfizer Ltd)
746651e10,Carboplatin 150mg/15ml solution for infusion vials (Wockhardt UK Ltd)
746681e10,Carboplatin 150mg/15ml solution for infusion vials (Wockhardt UK Ltd)
910471e10,Carboplatin 150mg/15ml solution for infusion vials (PLIVA Pharma Ltd)
910481e10,Carboplatin 150mg/15ml solution for infusion vials (PLIVA Pharma Ltd)
105246e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Teva UK Ltd)
105247e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Teva UK Ltd)
187547e11,Carboplatin 150mg/15ml solution for infusion vials (A A H Pharmaceuticals Ltd)
187548e11,Carboplatin 150mg/15ml solution for infusion vials (A A H Pharmaceuticals Ltd)
193533e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
193534e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
202048e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
202049e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
366e14,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
366001e11,Carboplatin 150mg/15ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
367858e11,Carboplatin 150mg/15ml solution for infusion vials (Consilient Health Ltd)
367859e11,Carboplatin 150mg/15ml solution for infusion vials (Consilient Health Ltd)
463941e10,Carboplatin 450mg/45ml solution for infusion vials
463401e10,Carboplatin 450mg/45ml solution for infusion vials
463451e10,Paraplatin 450mg/45ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
463471e10,Paraplatin 450mg/45ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
463531e10,Carboplatin 450mg/45ml solution for infusion vials (Pfizer Ltd)
463591e10,Carboplatin 450mg/45ml solution for infusion vials (Pfizer Ltd)
746711e10,Carboplatin 450mg/45ml solution for infusion vials (Wockhardt UK Ltd)
746731e10,Carboplatin 450mg/45ml solution for infusion vials (Wockhardt UK Ltd)
910491e10,Carboplatin 450mg/45ml solution for infusion vials (PLIVA Pharma Ltd)
910501e10,Carboplatin 450mg/45ml solution for infusion vials (PLIVA Pharma Ltd)
105251e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Teva UK Ltd)
105252e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Teva UK Ltd)
187549e11,Carboplatin 450mg/45ml solution for infusion vials (A A H Pharmaceuticals Ltd)
187551e11,Carboplatin 450mg/45ml solution for infusion vials (A A H Pharmaceuticals Ltd)
193535e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
193536e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
202056e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
202057e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
366002e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
366003e11,Carboplatin 450mg/45ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
36786e12,Carboplatin 450mg/45ml solution for infusion vials (Consilient Health Ltd)
367861e11,Carboplatin 450mg/45ml solution for infusion vials (Consilient Health Ltd)
327008000,Pentostatin 10mg powder for solution for injection vials
463481e10,Pentostatin 10mg powder for solution for injection vials
463491e10,Nipent 10mg powder for solution for injection vials (Pfizer Ltd)
463501e10,Nipent 10mg powder for solution for injection vials (Pfizer Ltd)
465181e10,Carboplatin 50mg/5ml solution for infusion vials
464211e10,Carboplatin 50mg/5ml solution for infusion vials
464221e10,Paraplatin 50mg/5ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
464231e10,Paraplatin 50mg/5ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
464241e10,Carboplatin 50mg/5ml solution for infusion vials (Pfizer Ltd)
464251e10,Carboplatin 50mg/5ml solution for infusion vials (Pfizer Ltd)
746611e10,Carboplatin 50mg/5ml solution for infusion vials (Wockhardt UK Ltd)
746631e10,Carboplatin 50mg/5ml solution for infusion vials (Wockhardt UK Ltd)
105244e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
105245e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
187545e11,Carboplatin 50mg/5ml solution for infusion vials (A A H Pharmaceuticals Ltd)
187546e11,Carboplatin 50mg/5ml solution for infusion vials (A A H Pharmaceuticals Ltd)
193537e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
193538e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
202062e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
202064e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
366004e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
366005e11,Carboplatin 50mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
367856e11,Carboplatin 50mg/5ml solution for infusion vials (Consilient Health Ltd)
367857e11,Carboplatin 50mg/5ml solution for infusion vials (Consilient Health Ltd)
465191e10,Carboplatin 600mg/60ml solution for infusion vials
464311e10,Carboplatin 600mg/60ml solution for infusion vials
464341e10,Paraplatin 600mg/60ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
464431e10,Paraplatin 600mg/60ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
464451e10,Carboplatin 600mg/60ml solution for infusion vials (Pfizer Ltd)
464461e10,Carboplatin 600mg/60ml solution for infusion vials (Pfizer Ltd)
105255e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Teva UK Ltd)
105262e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Teva UK Ltd)
187553e11,Carboplatin 600mg/60ml solution for infusion vials (A A H Pharmaceuticals Ltd)
187555e11,Carboplatin 600mg/60ml solution for infusion vials (A A H Pharmaceuticals Ltd)
193539e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
19354e12,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Sun Pharmaceutical Industries Europe B.V.)
202066e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
202067e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
366006e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
366007e11,Carboplatin 600mg/60ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
367862e11,Carboplatin 600mg/60ml solution for infusion vials (Consilient Health Ltd)
367863e11,Carboplatin 600mg/60ml solution for infusion vials (Consilient Health Ltd)
470101e10,Cisplatin 50mg powder for solution for infusion vials
467331e10,Cisplatin 50mg powder for solution for infusion vials
467341e10,Cisplatin 50mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
467351e10,Cisplatin 50mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
467361e10,Cisplatin 50mg powder for solution for infusion vials (Pfizer Ltd)
467371e10,Cisplatin 50mg powder for solution for infusion vials (Pfizer Ltd)
11248e12,Cisplatin 50mg powder for solution for infusion vials (Alliance Healthcare (Distribution) Ltd)
112481e11,Cisplatin 50mg powder for solution for infusion vials (Alliance Healthcare (Distribution) Ltd)
360495e11,Irinotecan 100mg/5ml solution for infusion vials
469661e10,Irinotecan 100mg/5ml solution for infusion vials
469671e10,Campto 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
469681e10,Campto 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
158613e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Actavis UK Ltd)
158614e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Actavis UK Ltd)
159266e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
159267e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Teva UK Ltd)
164442e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
164443e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (A A H Pharmaceuticals Ltd)
175203e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Mylan)
175204e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Mylan)
175233e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (medac UK)
175236e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (medac UK)
178461e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
178462e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Pfizer Ltd)
20275e12,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
202751e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Fresenius Kabi Ltd)
355457e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
355458e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Seacross Pharmaceuticals Ltd)
358495e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
358496e11,Irinotecan 100mg/5ml concentrate for solution for infusion vials (Accord Healthcare Ltd)
353865002,Aldesleukin 18million unit powder for solution for injection vials
474511e10,Aldesleukin 18million unit powder for solution for injection vials
474521e10,Aldesleukin 18million unit powder for solution for injection vials
474531e10,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
474541e10,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
474551e10,Proleukin 18million unit powder for solution for injection vials (Clinigen Healthcare Ltd)
475171e10,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
474861e10,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
361079e11,Anakinra 100mg/0.67ml solution for injection pre-filled syringes
474871e10,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
474881e10,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
36108e12,Kineret 100mg/0.67ml solution for injection pre-filled syringes (Swedish Orphan Biovitrum Ltd)
327005002,"Crisantaspase 10,000unit powder for solution for injection vials"
476271e10,"Crisantaspase 10,000unit powder for solution for injection vials"
10221e12,"Crisantaspase 10,000unit powder for solution for injection vials"
476281e10,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
476291e10,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
102211e11,"Erwinase 10,000unit powder for solution for injection vials (Jazz Pharmaceuticals UK Ltd)"
359075e11,Basiliximab 20mg powder and solvent for solution for injection vials
477331e10,Basiliximab 20mg powder and solvent for solution for injection vials
477341e10,Simulect 20mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
477351e10,Simulect 20mg powder and solvent for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
360927e11,Daclizumab 25mg/5ml solution for infusion vials
478101e10,Daclizumab 25mg/5ml solution for infusion vials
478091e10,Zenapax 25mg/5ml solution for infusion vials (Roche Products Ltd)
478111e10,Zenapax 25mg/5ml solution for infusion vials (Roche Products Ltd)
327023005,Topotecan 4mg powder for solution for infusion vials
480261e10,Topotecan 4mg powder for solution for infusion vials
480271e10,Hycamtin 4mg powder for concentrate for solution for infusion vials (Novartis Pharmaceuticals UK Ltd)
480281e10,Hycamtin 4mg powder for concentrate for solution for infusion vials (Novartis Pharmaceuticals UK Ltd)
196337e11,Topotecan 4mg powder for solution for infusion vials (Actavis UK Ltd)
196338e11,Topotecan 4mg powder for solution for infusion vials (Actavis UK Ltd)
196718e11,Topotecan 4mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
196719e11,Topotecan 4mg powder for solution for infusion vials (A A H Pharmaceuticals Ltd)
212947e11,Topotecan 4mg powder for solution for infusion vials (Accord Healthcare Ltd)
212948e11,Topotecan 4mg powder for solution for infusion vials (Accord Healthcare Ltd)
244059e11,Potactasol 4mg powder for concentrate for solution for infusion vials (Actavis UK Ltd)
24406e12,Potactasol 4mg powder for concentrate for solution for infusion vials (Actavis UK Ltd)
327399009,Trastuzumab 150mg powder for solution for infusion vials
480291e10,Trastuzumab 150mg powder for solution for infusion vials
480301e10,Herceptin 150mg powder for concentrate for solution for infusion vials (Roche Products Ltd)
480311e10,Herceptin 150mg powder for concentrate for solution for infusion vials (Roche Products Ltd)
35201e12,Ontruzant 150mg powder for concentrate for solution for infusion vials (Organon Pharma (UK) Ltd)
352011e11,Ontruzant 150mg powder for concentrate for solution for infusion vials (Organon Pharma (UK) Ltd)
353267e11,Herzuma 150mg powder for concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd)
353268e11,Herzuma 150mg powder for concentrate for solution for infusion vials (Napp Pharmaceuticals Ltd)
355527e11,Kanjinti 150mg powder for concentrate for solution for infusion vials (Amgen Ltd)
355528e11,Kanjinti 150mg powder for concentrate for solution for infusion vials (Amgen Ltd)
367563e11,Trazimera 150mg powder for concentrate for solution for infusion vials (Pfizer Ltd)
367564e11,Trazimera 150mg powder for concentrate for solution for infusion vials (Pfizer Ltd)
390569e11,Zercepac 150mg powder for concentrate for solution for infusion vials (Accord Healthcare Ltd)
39057e12,Zercepac 150mg powder for concentrate for solution for infusion vials (Accord Healthcare Ltd)
360238e11,Paclitaxel 300mg/50ml solution for infusion vials
482991e10,Paclitaxel 300mg/50ml solution for infusion vials
483001e10,Taxol 300mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
483011e10,Taxol 300mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd)
755491e10,Paxene 300mg/50ml solution for infusion vials (Hospira UK Ltd)
755501e10,Paxene 300mg/50ml solution for infusion vials (Hospira UK Ltd)
916381e10,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Pfizer Ltd)
916391e10,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Pfizer Ltd)
105338e11,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Teva UK Ltd)
105339e11,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Teva UK Ltd)
106417e11,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
106418e11,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (Wockhardt UK Ltd)
134109e11,Paclitaxel 300mg/50ml concentrate for solution for infusion vials (PLIVA Pharma Ltd)
